isoform	TGPBS1	TGPBS2	TGPBS3	TGPBS4	TGOva1	TGOva2	TGOva3	TGOva4
transcript8604.chr4.nnic	5.36	4.56	5.05	5.57	4.82	4.55	4.73	4.95
transcript8609.chr4.nnic	23.3	22.05	21.5	28.54	24.67	23.3	26.08	21.93
transcript7725.chr15.nic	0.0	1.23	0.0	1.28	0.0	0.0	1.48	1.5
transcript7730.chr15.nnic	3.46	1.69	0.0	1.01	0.62	0.99	2.11	0.74
transcript15087.chr7.nnic	0.0	0.25	0.0	1.32	0.62	0.43	0.66	0.25
transcript8530.chr4.nnic	8.78	9.6	5.08	7.87	5.39	10.85	8.39	11.51
transcript8536.chr4.nnic	0.36	0.88	1.79	0.44	1.36	0.0	0.51	1.01
transcript10629.chr1.nnic	0.0	0.0	0.0	0.63	0.0	0.0	0.39	0.0
transcript10632.chr1.nic	5.28	1.33	2.73	1.49	1.39	1.31	2.82	3.53
transcript4634.chr17.nic	0.67	0.46	0.62	0.63	0.66	0.53	1.2	0.31
transcript1330.chr8.nic	7.03	5.23	6.75	5.59	4.77	4.57	3.55	4.43
transcript1332.chr8.nnic	2.18	1.43	2.23	1.96	4.73	1.82	2.75	2.3
transcript1334.chr8.nnic	4.12	8.42	7.81	10.54	0.87	0.0	1.42	0.94
transcript575.chr3.nnic	1.28	0.83	0.0	0.0	0.0	0.0	0.0	0.0
transcript582.chr3.nic	0.49	0.0	0.95	0.0	1.95	1.44	0.0	1.01
transcript15060.chr7.nic	2.13	0.0	1.44	4.37	2.73	2.97	4.12	3.08
transcript15061.chr7.nic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript388.chr12.nic	3.97	0.0	5.07	0.7	0.0	5.59	0.0	0.0
transcript393.chr12.nic	1.66	3.43	2.7	4.02	1.56	2.23	1.43	2.05
transcript6775.chr12.nnic	18.56	15.02	15.65	16.66	16.34	14.07	21.49	16.75
transcript6780.chr12.nic	0.0	0.7	0.64	0.29	1.21	0.77	0.23	0.55
transcript6735.chr12.nic	0.03	0.07	0.05	0.0	0.0	0.05	0.36	0.06
transcript2349.chr14.nnic	9.22	10.83	10.11	10.83	10.02	13.16	10.05	9.72
transcript928.chr2.nnic	1.23	1.17	2.09	1.36	1.19	1.6	0.64	1.45
transcript2318.chr14.nic	27.07	0.0	13.25	0.36	7.17	6.18	5.91	13.88
transcript2324.chr14.nic	8.68	22.53	21.66	28.12	21.22	23.47	21.24	14.66
transcript4517.chr5.nic	9.1	13.83	10.31	7.26	4.56	7.54	16.72	11.04
transcript355.chr12.nnic	1.77	1.85	1.89	2.2	2.25	1.97	1.35	1.86
transcript4499.chr5.nnic	11.73	14.07	8.5	11.19	8.69	13.69	10.11	4.41
transcript14908.chr7.nnic	5.7	0.54	2.11	2.09	0.0	2.0	0.58	0.58
transcript3065.chr6.nic	1.53	1.74	1.49	1.3	1.45	1.85	3.9	1.38
transcript3069.chr6.nic	6.68	6.4	11.96	3.08	9.49	3.89	6.58	7.85
transcript3331.chr17.nic	2.29	0.0	2.57	0.0	0.0	0.0	0.0	5.08
transcript3333.chr17.nic	0.0	1.49	0.0	0.0	0.0	0.0	0.0	0.0
transcript3337.chr17.nic	0.0	2.42	1.71	0.79	1.8	0.0	0.0	0.0
transcript14163.chr2.nnic	1.25	1.32	0.94	0.33	1.2	0.91	0.39	0.21
transcript1885.chr18.nic	2.64	1.39	3.23	2.5	1.32	3.37	0.44	2.03
transcript1887.chr18.nic	8.59	4.56	6.04	5.12	2.66	5.52	6.06	5.51
transcript2249.chr13.nic	5.7	4.88	3.04	3.71	2.44	5.15	4.6	5.3
transcript2254.chr13.nic	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0
transcript2258.chr13.nic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript2261.chr13.nic	4.95	0.0	1.95	3.45	2.53	1.56	3.7	4.88
transcript2263.chr13.nic	0.0	4.23	2.97	5.11	2.53	1.67	0.0	0.0
transcript2267.chr13.nic	3.47	0.0	1.99	0.96	3.25	3.47	5.53	2.81
transcript4400.chr5.nic	13.4	16.43	21.18	13.3	15.84	15.93	15.58	21.38
transcript9555.chr1.nnic	0.0	0.21	0.07	0.18	0.0	0.35	0.36	0.0
transcript10848.chr2.nic	19.14	26.94	31.06	28.01	23.33	21.26	26.41	21.45
transcript10861.chr2.nic	3.91	3.94	4.97	2.54	0.0	3.07	1.54	0.0
transcript6316.chr12.nnic	0.0	2.54	1.27	0.47	1.17	1.18	0.7	1.24
transcript8144.chr11.nnic	4.84	2.69	1.27	2.55	4.3	3.89	4.18	2.68
transcript8146.chr11.nic	6.81	7.96	14.26	7.24	9.87	6.65	7.82	8.38
transcript2119.chr13.nnic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript2127.chr13.nnic	2.84	3.77	2.27	0.81	4.25	0.75	1.23	2.06
transcript11453.chr11.nnic	25.65	25.86	19.98	25.86	26.35	29.0	26.49	26.04
transcript10819.chr2.nic	1.47	0.8	1.81	2.53	1.21	1.83	2.66	1.45
transcript11725.chr9.nic	0.31	0.0	0.0	0.0	0.0	0.7	2.17	0.0
transcript6277.chr12.nic	3.23	3.75	3.34	3.45	4.33	4.2	4.2	3.3
transcript2094.chr13.nic	11.45	15.3	19.58	14.58	22.27	16.95	22.0	8.46
transcript2098.chr13.nnic	11.76	8.14	2.87	9.11	3.32	9.82	12.58	17.62
transcript2099.chr13.nnic	12.0	6.34	11.93	15.18	10.08	12.17	6.47	10.21
transcript2102.chr13.nic	15.19	12.24	8.26	10.92	12.5	13.39	16.16	11.08
transcript2103.chr13.nic	0.0	0.0	1.63	0.0	3.25	7.54	0.0	0.0
transcript2104.chr13.nic	8.58	10.16	9.48	10.65	6.9	2.95	9.85	10.62
transcript992.chr16.nnic	3.92	7.41	3.03	6.29	4.07	3.25	2.99	5.27
transcript997.chr16.nnic	0.0	0.0	0.0	0.55	0.0	0.0	0.0	0.0
transcript973.chr16.nnic	2.86	0.84	2.17	3.48	0.83	2.11	0.84	0.89
transcript975.chr16.nnic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript11482.chr11.nnic	2.36	3.19	1.2	3.28	2.6	0.0	3.64	2.16
transcript7809.chr3.nic	1.34	0.47	0.69	0.0	0.38	0.3	0.44	0.44
transcript3852.chr4.nic	0.64	1.23	1.11	0.46	0.63	0.78	0.34	0.94
transcript3854.chr4.nnic	1.31	2.7	1.81	1.55	1.03	0.92	1.2	1.76
transcript8230.chr6.nic	8.01	4.94	7.06	5.23	8.22	6.25	8.15	8.43
transcript8120.chr8.nic	4.34	5.05	6.79	6.52	5.99	9.47	8.59	6.79
transcript8121.chr8.nnic	3.16	4.15	4.53	2.79	2.08	1.21	4.16	2.02
transcript2383.chr10.nnic	0.0	0.0	0.07	0.43	0.0	0.72	0.0	0.0
transcript2390.chr10.nnic	0.71	0.96	0.53	0.73	0.82	1.43	0.61	0.96
transcript7933.chr11.nic	2.37	3.89	4.42	3.31	3.82	4.91	3.58	4.06
transcript7701.chr17.nnic	0.78	0.97	1.51	0.44	1.03	1.12	1.08	0.47
transcript856.chr16.nnic	1.48	0.71	1.33	1.65	1.03	1.5	0.31	2.09
transcript861.chr16.nnic	1.7	1.89	0.97	1.14	1.0	0.88	2.27	0.47
transcript864.chr16.nnic	2.07	2.11	2.67	4.43	4.85	5.51	0.97	6.59
transcript873.chr16.nnic	1.08	1.03	0.2	1.24	0.6	0.0	0.0	0.3
transcript3747.chr4.nnic	0.0	0.07	0.0	0.0	0.0	0.18	0.22	0.0
transcript3753.chr4.nnic	0.43	0.46	0.31	0.24	0.26	0.0	0.5	0.0
transcript1351.chr5.nnic	4.17	0.0	8.26	4.34	6.33	4.71	8.43	7.6
transcript1353.chr5.nnic	6.2	12.57	2.26	9.23	5.23	8.41	3.79	2.02
transcript1355.chr5.nnic	0.99	0.0	0.0	0.0	0.0	0.0	0.0	2.63
transcript8133.chr6.nnic	0.8	1.58	1.12	0.49	0.98	0.8	0.54	1.16
transcript8141.chr6.nnic	1.51	1.42	0.41	0.59	0.44	0.5	1.76	1.87
transcript8172.chr6.nnic	0.34	0.57	0.35	0.49	0.45	0.0	0.99	0.0
transcript2439.chr1.nic	0.0	0.69	0.0	1.52	0.0	0.0	0.0	0.36
transcript2991.chr16.nic	44.24	38.17	38.59	47.38	50.42	47.57	43.01	47.55
transcript13781.chr2.nic	2.05	1.95	2.81	2.58	3.18	2.18	2.4	3.26
transcript9976.chr5.nic	0.15	0.34	0.0	0.18	0.37	0.92	0.42	0.77
transcript129.chr17.nnic	0.28	0.62	0.28	0.0	0.0	0.0	0.38	0.29
transcript2808.chr8.nnic	0.07	0.21	0.3	0.07	0.07	0.18	0.06	0.0
transcript2809.chr8.nic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript11684.chr9.nic	1.46	1.87	0.41	1.03	2.45	0.93	1.32	0.57
transcript11693.chr9.nic	1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript11697.chr9.nnic	0.0	0.9	1.88	0.2	2.28	2.85	0.0	0.69
transcript11225.chr7.nnic	1.2	0.44	0.64	0.88	0.26	0.41	0.52	0.59
transcript2055.chr10.nnic	0.6	0.0	0.22	0.77	0.29	1.34	0.78	0.0
transcript2069.chr10.nnic	1.58	1.04	0.4	1.61	3.38	2.22	1.23	0.6
transcript5609.chr3.nnic	5.5	5.16	6.38	4.54	4.97	5.36	5.1	4.99
transcript3620.chr4.nic	0.19	0.37	0.7	0.54	0.62	0.47	0.95	0.34
transcript1196.chr5.nnic	1.36	0.43	0.0	1.13	0.0	1.03	0.69	0.76
transcript1197.chr5.nnic	0.26	0.69	0.48	0.0	0.0	0.0	0.24	1.09
transcript1203.chr5.nic	1.79	1.11	1.8	1.91	1.74	2.32	0.24	1.98
transcript11181.chr7.nnic	2.27	3.62	0.8	0.63	1.41	0.48	1.39	0.56
transcript11182.chr7.nnic	8.51	9.13	3.61	7.16	3.89	7.03	4.49	4.03
transcript5585.chr3.nnic	9.95	3.53	6.3	6.08	3.46	12.74	2.16	5.59
transcript5587.chr3.nic	1.64	6.98	6.18	4.4	7.36	2.91	1.69	1.25
transcript2951.chr8.nnic	11.04	11.33	11.54	13.02	11.18	12.38	11.77	13.63
transcript11293.chr11.nnic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript11295.chr11.nnic	0.0	0.0	0.0	0.43	0.0	1.24	0.0	1.83
transcript2944.chr8.nic	0.14	2.29	1.16	2.21	2.11	3.55	1.9	2.39
transcript13632.chr2.nic	0.0	0.0	0.0	0.08	0.18	0.0	0.0	0.0
transcript13642.chr2.nnic	3.69	3.37	5.0	3.4	5.21	2.62	6.39	4.36
transcript11084.chr7.nnic	0.0	0.0	2.26	0.0	0.0	2.41	0.0	0.0
transcript11086.chr7.nnic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript11088.chr7.nic	0.0	0.0	0.33	0.0	0.0	0.49	0.0	0.0
transcript11092.chr7.nnic	7.53	8.79	5.5	8.94	8.8	6.82	6.32	9.9
transcript11096.chr7.nnic	7.62	10.19	5.29	8.54	5.82	5.58	6.94	10.11
transcript11104.chr7.nnic	2.41	0.31	6.01	6.18	2.26	5.09	3.15	2.19
transcript11108.chr7.nic	1.81	2.92	1.18	2.54	2.7	0.97	0.53	1.01
transcript11111.chr7.nic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript5544.chr3.nic	0.0	6.76	7.01	0.0	7.13	2.93	0.59	8.17
transcript5699.chr7.nic	0.0	4.87	0.0	3.97	0.0	0.0	2.67	3.67
transcript5715.chr7.nnic	1.56	0.0	1.0	2.31	2.75	0.0	1.42	0.83
transcript7933.chr6.nnic	6.43	10.79	5.21	5.75	5.72	5.27	8.45	7.31
transcript924.chr5.nnic	11.04	8.96	7.45	0.0	7.87	10.38	2.96	5.27
transcript955.chr5.nnic	104.73	114.64	97.62	86.2	80.7	99.5	70.7	100.44
transcript995.chr5.nnic	27.54	20.63	17.19	30.46	23.72	14.68	27.26	13.67
transcript1302.chr13.nic	7.67	2.4	2.55	4.98	4.62	2.37	3.29	4.93
transcript1322.chr13.nic	1.4	1.95	0.94	0.69	0.89	1.14	1.3	1.9
transcript1324.chr13.nnic	0.0	0.0	0.0	0.0	0.0	2.04	0.0	0.0
transcript7532.chr11.nnic	0.0	0.85	1.86	2.21	1.85	0.75	1.7	1.31
transcript845.chr5.nic	0.32	1.69	0.46	1.57	0.4	0.93	1.27	0.92
transcript2666.chr6.nnic	8.79	9.22	5.12	7.27	10.82	7.59	6.95	10.39
transcript1934.chr10.nnic	2.02	3.99	5.66	4.44	2.7	3.53	2.4	2.8
transcript13567.chr2.nnic	14.02	11.42	15.69	10.67	13.92	12.34	10.64	15.16
transcript807.chr5.nnic	0.0	1.57	2.72	0.75	0.0	1.47	3.49	3.17
transcript823.chr5.nnic	4.72	1.73	2.98	2.82	4.51	2.03	2.83	5.15
transcript830.chr5.nic	2.21	3.51	3.06	2.91	0.0	0.73	0.0	3.7
transcript2258.chr1.nnic	0.65	0.0	0.77	0.94	0.58	0.84	0.78	0.98
transcript2261.chr1.nnic	1.59	3.88	0.0	0.91	2.82	1.87	3.19	1.38
transcript7603.chr11.nnic	2.17	0.85	0.9	0.95	1.49	1.35	1.66	1.14
transcript7604.chr11.nnic	0.84	3.44	2.8	1.86	1.18	1.4	1.81	2.8
transcript5439.chr3.nnic	2.82	3.74	4.88	6.19	4.12	5.34	3.77	4.45
transcript5405.chr3.nnic	26.48	25.57	26.68	23.79	23.25	24.57	27.7	27.32
transcript13436.chr2.nic	7.31	5.8	6.34	6.02	6.03	6.62	4.69	0.13
transcript13402.chr2.nnic	1.58	0.0	0.0	0.0	0.28	2.75	0.0	0.0
transcript2497.chr6.nic	2.49	0.49	1.54	2.14	2.89	3.19	5.24	1.82
transcript2498.chr6.nic	0.43	0.0	0.0	0.85	0.0	0.75	1.33	0.81
transcript7725.chr6.nnic	0.7	0.76	1.02	0.22	0.68	0.0	0.16	0.21
transcript5465.chr7.nic	7.15	12.41	10.21	10.36	15.57	13.58	8.15	10.16
transcript5466.chr7.nic	30.31	24.04	25.17	22.07	16.86	28.57	30.96	23.52
transcript13315.chr2.nnic	12.92	15.38	12.3	12.54	13.96	13.97	22.47	16.7
transcript8596.chr1.nic	0.0	0.5	0.0	0.0	0.42	0.18	0.5	0.0
transcript761.chr8.nic	10.91	6.45	9.56	5.2	7.95	8.33	6.9	8.19
transcript771.chr8.nic	0.0	0.0	1.21	3.69	0.0	1.8	0.0	0.0
transcript5349.chr3.nnic	6.59	4.86	6.86	5.47	3.24	6.73	5.86	8.27
transcript5307.chr3.nnic	14.2	21.88	14.55	10.57	15.31	7.8	14.92	11.43
transcript5694.chr17.nic	2.76	1.97	2.34	0.0	0.9	1.34	3.23	1.47
transcript5695.chr17.nic	2.3	0.0	3.25	1.42	2.4	0.57	3.43	0.7
transcript5302.chr7.nic	55.71	59.09	55.33	60.39	23.72	59.85	53.71	63.85
transcript8774.chr7.nnic	30.51	31.32	28.19	28.82	30.69	33.98	34.08	27.88
transcript732.chr8.nnic	2.57	1.51	2.7	1.99	3.22	2.85	1.27	2.65
transcript10929.chr11.nic	3.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript10931.chr11.nic	1.93	0.64	0.0	0.55	0.0	1.01	3.49	0.0
transcript10934.chr11.nnic	3.52	3.5	3.36	2.68	3.78	4.23	1.11	5.41
transcript10935.chr11.nnic	2.61	7.21	5.27	4.57	3.89	6.5	5.99	2.95
transcript1854.chr13.nic	1.04	1.12	3.31	2.12	3.08	4.42	1.73	1.92
transcript1675.chr10.nnic	0.33	0.49	0.0	0.0	0.7	0.53	0.44	0.4
transcript5168.chr3.nic	0.0	0.0	0.0	0.0	1.21	0.0	0.0	0.0
transcript5172.chr3.nic	0.0	0.0	0.0	0.27	0.9	0.0	0.0	0.07
transcript5175.chr3.nnic	0.0	0.0	0.28	1.5	0.0	0.0	0.47	0.0
transcript5176.chr3.nic	0.48	0.51	1.62	0.72	0.21	0.5	0.41	0.17
transcript10895.chr11.nnic	3.27	3.1	2.1	0.78	1.86	2.14	0.0	4.92
transcript628.chr8.nnic	3.56	4.18	8.43	5.94	6.02	7.16	5.83	6.89
transcript3106.chr4.nnic	0.36	1.07	1.58	1.55	0.0	1.07	3.63	1.47
transcript8048.chr8.nnic	2.2	3.58	1.41	4.46	0.83	6.14	3.46	2.99
transcript8055.chr8.nnic	0.0	2.51	0.0	3.87	1.11	0.0	2.75	0.0
transcript8056.chr8.nnic	1.14	3.35	8.27	1.46	5.74	6.38	3.44	6.62
transcript8068.chr8.nnic	4.03	3.81	4.8	4.73	6.27	3.67	1.72	1.15
transcript16901.chr2.nnic	1.15	1.27	0.88	2.55	1.51	1.75	1.92	2.95
transcript4052.chr1.nnic	0.7	0.62	0.89	1.07	0.85	1.67	0.67	0.4
transcript14481.chr7.nic	4.76	4.85	1.24	3.88	1.7	3.36	4.16	1.48
transcript14485.chr7.nnic	1.06	3.01	0.8	1.14	0.34	2.29	0.0	0.9
transcript10754.chr11.nnic	12.55	10.81	4.22	4.24	5.96	16.0	7.68	4.0
transcript10760.chr11.nnic	26.06	28.65	26.35	33.23	29.61	30.47	27.88	29.74
transcript10763.chr11.nnic	1.23	0.62	0.91	1.4	1.24	1.52	1.76	0.89
transcript10764.chr11.nic	1.37	1.52	0.69	1.97	1.65	1.37	0.84	2.55
transcript14546.chr7.nic	0.0	0.17	0.0	0.22	0.56	0.78	0.0	0.12
transcript10172.chr1.nic	3.72	5.11	4.33	5.4	3.68	2.05	3.69	7.05
transcript14441.chr7.nnic	0.25	0.49	0.62	2.77	1.34	0.59	0.0	0.5
transcript14447.chr7.nic	0.0	0.0	0.91	0.59	0.8	0.88	1.32	0.25
transcript14449.chr7.nnic	1.52	0.68	0.0	0.0	0.0	0.96	0.76	0.49
transcript14450.chr7.nnic	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.15
transcript14453.chr7.nnic	0.0	0.21	0.78	0.0	0.61	0.3	0.28	0.88
transcript5005.chr7.nnic	0.0	0.0	1.02	0.0	0.0	0.0	0.26	0.15
transcript1513.chr6.nic	1.03	0.39	0.57	0.0	0.27	0.3	1.26	0.62
transcript1475.chr6.nnic	1.27	1.84	2.17	1.64	0.26	0.0	0.0	0.0
transcript2981.chr4.nic	5.84	0.0	0.0	6.42	9.02	5.14	2.27	5.62
transcript4931.chr7.nic	7.16	10.93	12.04	11.27	10.77	10.27	13.07	10.86
transcript4932.chr7.nic	1.93	2.37	0.23	1.14	1.74	1.08	4.47	1.89
transcript4936.chr7.nic	4.53	4.31	4.44	4.09	4.09	7.77	8.01	6.06
transcript4950.chr7.nic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript4954.chr7.nic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript4971.chr7.nic	6.31	8.08	0.05	5.63	8.94	2.46	5.41	2.56
transcript4972.chr7.nic	0.0	0.01	5.64	2.83	0.8	2.12	1.36	3.4
transcript4985.chr7.nnic	7.89	4.85	8.8	4.7	4.78	6.87	7.91	5.51
transcript4513.chr2.nnic	16.91	21.7	22.34	16.01	15.59	20.49	16.9	18.45
transcript16672.chr2.nnic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript3142.chr9.nnic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05
transcript2915.chr4.nic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript2924.chr4.nic	0.52	0.0	0.69	0.0	0.0	0.35	0.0	0.0
transcript1125.chr13.nic	4.16	0.0	0.62	1.35	1.79	2.75	0.0	0.89
transcript10091.chr1.nnic	0.0	0.0	0.1	0.18	0.0	0.0	0.0	0.0
transcript4443.chr2.nnic	11.91	16.75	20.49	7.61	17.51	6.79	12.22	17.26
transcript707.chr9.nnic	2.79	1.36	2.7	2.11	3.21	2.2	3.87	2.32
transcript708.chr9.nnic	0.23	6.35	5.5	6.57	1.98	3.4	3.43	3.99
transcript2851.chr4.nic	39.64	38.1	28.89	35.06	32.19	36.17	32.64	31.92
transcript2861.chr4.nnic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript1777.chr18.nic	7.28	5.34	6.6	8.75	5.6	4.38	8.39	6.49
transcript10044.chr1.nnic	5.4	6.72	8.01	2.73	2.63	4.52	5.13	4.88
transcript4851.chr3.nic	1.35	1.63	1.11	1.3	1.5	3.61	4.05	3.5
transcript8378.chr7.nic	0.54	1.06	1.05	0.58	1.54	1.11	0.0	1.04
transcript7345.chr11.nnic	2.73	2.07	0.0	4.24	0.0	4.61	3.94	7.99
transcript2127.chr10.nnic	0.0	0.9	2.47	2.79	4.51	0.0	2.84	3.83
transcript11932.chr2.nnic	8.59	9.19	8.02	9.75	9.7	9.77	9.64	9.1
transcript16477.chr2.nnic	1.38	0.0	0.24	0.0	0.63	0.31	0.87	0.0
transcript9947.chr1.nnic	11.34	3.0	9.7	9.99	8.11	7.66	6.94	8.91
transcript9950.chr1.nnic	35.58	37.67	39.92	35.13	35.76	26.9	39.84	32.18
transcript4266.chr2.nic	6.83	0.0	3.46	6.59	5.26	5.28	3.04	3.32
transcript689.chr9.nnic	0.0	0.0	0.0	0.0	0.43	0.82	0.91	0.35
transcript695.chr9.nic	1.17	0.52	1.15	2.03	2.64	0.0	0.0	4.61
transcript699.chr9.nic	3.09	0.0	0.0	0.0	0.0	3.27	0.0	0.0
transcript702.chr9.nic	0.86	1.15	0.0	4.6	0.1	2.19	4.21	3.01
transcript10444.chr11.nic	0.0	1.15	0.0	0.0	0.0	0.0	0.0	0.0
transcript10449.chr11.nic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript1168.chr10.nic	20.75	17.58	21.7	18.63	20.29	16.18	24.5	19.12
transcript9843.chr1.nnic	79.42	83.81	82.81	78.01	84.05	103.46	75.89	91.24
transcript4866.chr9.nnic	6.39	6.4	6.66	5.9	5.11	6.42	3.36	5.11
transcript4869.chr9.nic	10.11	8.79	10.32	10.38	10.9	9.62	10.06	12.34
transcript1618.chr16.nnic	2.99	0.0	0.0	0.81	1.62	0.0	0.0	0.48
transcript1576.chr13.nnic	23.83	19.37	23.94	24.75	23.02	23.26	26.12	22.98
transcript16378.chr2.nic	5.3	4.35	2.72	2.35	6.39	3.52	5.5	3.64
transcript16380.chr2.nnic	1.69	2.34	1.9	0.83	1.38	5.56	1.95	2.33
transcript16388.chr2.nnic	9.85	9.56	14.54	17.53	10.67	10.43	16.74	19.85
transcript1639.chr5.nic	8.62	10.65	7.4	6.84	7.52	8.79	6.41	9.28
transcript3846.chr9.nnic	1.28	3.25	3.3	1.72	1.99	3.67	3.04	1.67
transcript11818.chr2.nnic	0.0	0.0	0.0	0.0	0.0	3.03	0.0	3.17
transcript11822.chr2.nnic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript16358.chr2.nic	5.67	9.08	6.23	5.09	7.07	3.87	2.46	3.49
transcript8195.chr7.nnic	8.18	0.0	2.65	3.49	8.76	3.67	8.93	5.23
transcript359.chr2.nnic	6.84	9.15	14.87	8.01	10.86	9.62	8.23	7.97
transcript1895.chr9.nic	1.71	0.0	1.89	2.29	0.0	2.0	0.58	1.14
transcript1902.chr9.nnic	2.3	5.44	2.01	3.2	2.93	4.06	2.69	1.71
transcript16343.chr2.nnic	1.28	2.37	0.0	0.42	2.24	0.0	1.6	1.38
transcript8655.chr3.nnic	6.83	6.62	6.37	5.06	8.26	6.48	7.73	7.03
transcript16300.chr2.nic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript16304.chr2.nic	0.0	1.78	0.0	0.0	0.0	0.96	0.0	0.0
transcript8129.chr7.nic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript8618.chr3.nic	0.93	2.35	1.82	0.62	2.14	0.77	1.79	1.78
transcript8644.chr3.nic	1.16	0.0	0.0	0.83	1.68	0.05	0.0	0.0
transcript16265.chr2.nic	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.0
transcript16272.chr2.nnic	0.32	2.47	1.83	1.22	3.61	2.93	1.51	1.61
transcript16274.chr2.nnic	0.41	0.0	0.8	0.34	0.0	0.0	0.0	0.52
transcript16283.chr2.nic	9.54	5.92	7.14	0.0	4.83	6.61	7.31	4.01
transcript16298.chr2.nic	0.26	1.27	0.73	0.63	0.0	0.7	0.85	0.17
transcript10245.chr11.nnic	2.63	3.72	3.29	2.45	3.18	0.65	2.45	4.59
transcript16269.chr2.nic	9.12	6.45	10.27	9.2	6.61	8.81	6.89	9.78
transcript10207.chr11.nic	1.31	0.0	0.0	0.0	0.32	1.73	0.0	1.67
transcript8219.chr7.nnic	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0
transcript277.chr2.nnic	0.47	1.2	1.55	1.16	2.07	1.25	1.5	0.66
transcript6227.chr17.nic	0.1	0.13	0.49	0.16	0.44	0.13	0.0	0.0
transcript4084.chr5.nnic	19.46	21.22	16.71	21.09	17.29	16.86	16.55	19.99
transcript1015.chr10.nic	1.56	2.17	2.39	3.47	4.43	2.24	2.38	3.5
transcript1017.chr10.nic	5.8	3.84	6.94	4.45	5.09	4.69	5.0	3.48
transcript8471.chr3.nic	4.1	1.81	0.42	2.07	2.01	1.06	2.13	0.0
transcript8109.chr7.nic	0.0	4.53	2.56	4.99	2.27	4.7	2.46	5.32
transcript8093.chr7.nnic	1.17	0.6	0.0	0.39	0.26	0.0	0.0	0.36
transcript8094.chr7.nnic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript3670.chr2.nic	6.86	0.72	4.06	2.51	4.68	4.11	0.0	4.37
transcript3675.chr2.nic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript3684.chr2.nic	0.25	5.1	0.0	0.35	0.73	0.7	4.91	0.0
transcript3698.chr2.nic	0.52	1.78	1.17	0.0	2.75	0.78	0.73	0.61
transcript3722.chr2.nic	3.77	3.5	9.04	6.99	4.21	5.89	8.88	5.28
transcript13134.chr5.nnic	6.01	8.06	4.77	5.27	4.83	2.73	4.56	5.14
transcript3841.chr9.nic	0.94	2.08	1.32	1.43	1.9	0.56	1.06	1.14
transcript1434.chr17.nic	0.57	0.0	1.2	0.79	0.0	0.8	0.0	3.37
transcript5580.chr17.nic	0.0	2.54	0.11	0.0	0.0	0.0	0.0	0.53
transcript5588.chr17.nnic	0.0	0.0	1.87	0.0	2.49	0.0	0.0	1.39
transcript13067.chr5.nnic	0.86	2.45	4.19	0.73	3.91	0.56	0.89	0.0
transcript3596.chr2.nic	0.21	0.0	0.0	0.42	0.0	0.83	0.58	0.0
transcript3598.chr2.nnic	0.65	0.0	1.13	0.0	0.92	1.64	0.9	0.45
transcript15822.chr2.nic	6.55	8.43	4.91	11.66	9.95	0.0	7.79	5.77
transcript10935.chr9.nic	5.23	6.97	0.0	2.6	4.47	4.45	7.39	2.81
transcript477.chr3.nnic	0.89	1.04	1.3	0.0	0.39	1.24	1.31	0.45
transcript17032.chr11.nic	6.2	7.19	5.1	3.65	3.37	9.71	4.45	7.78
transcript3419.chr4.nnic	3.81	2.73	4.32	5.3	3.03	2.34	1.11	4.73
transcript16990.chr11.nic	3.42	0.0	0.0	0.0	0.57	0.0	0.0	0.0
transcript17018.chr11.nic	0.0	0.13	0.41	0.64	0.38	0.14	0.0	0.91
transcript729.chr14.nic	0.31	0.0	0.0	0.0	0.24	0.0	0.58	0.0
transcript732.chr14.nic	0.0	0.0	0.0	0.0	0.41	0.0	0.0	0.0
transcript7635.chr9.nic	2.66	0.55	2.59	1.94	2.15	1.53	2.54	1.65
